Time,Difference
10/8/16 20:00,0.141
10/8/16 20:06,0.145
10/8/16 20:12,0.142
10/8/16 20:18,0.14
10/8/16 20:24,0.14
10/8/16 20:30,0.143
10/8/16 20:36,0.145
10/8/16 20:42,0.141
10/8/16 20:48,0.136
10/8/16 20:54,0.131
10/8/16 21:00,0.141
10/8/16 21:06,0.166
10/8/16 21:12,0.18
10/8/16 21:18,0.183
10/8/16 21:24,0.192
10/8/16 21:30,0.188
10/8/16 21:36,0.166
10/8/16 21:42,0.147
10/8/16 21:48,0.126
10/8/16 21:54,0.135
10/8/16 22:00,0.162
10/8/16 22:06,0.182
10/8/16 22:12,0.183
10/8/16 22:18,0.17
10/8/16 22:24,0.172
10/8/16 22:30,0.18
10/8/16 22:36,0.194
10/8/16 22:42,0.191
10/8/16 22:48,0.171
10/8/16 22:54,0.142
10/8/16 23:00,0.124
10/8/16 23:06,0.123
10/8/16 23:12,0.132
10/8/16 23:18,0.12
10/8/16 23:24,0.095
10/8/16 23:30,0.079
10/8/16 23:36,0.075
10/8/16 23:42,0.083
10/8/16 23:48,0.076
10/8/16 23:54,0.057
10/9/16 0:00,0.039
10/9/16 0:06,0.03
10/9/16 0:12,0.022
10/9/16 0:18,0.024
10/9/16 0:24,0.023
10/9/16 0:30,0.028
10/9/16 0:36,0.024
10/9/16 0:42,0.019
10/9/16 0:48,0.011
10/9/16 0:54,0.007
10/9/16 1:00,0.021
10/9/16 1:06,0.026
10/9/16 1:12,0.038
10/9/16 1:18,0.035
10/9/16 1:24,0.033
10/9/16 1:30,0.045
10/9/16 1:36,0.053
10/9/16 1:42,0.055
10/9/16 1:48,0.054
10/9/16 1:54,0.054
10/9/16 2:00,0.058
10/9/16 2:06,0.057
10/9/16 2:12,0.06
10/9/16 2:18,0.058
10/9/16 2:24,0.056
10/9/16 2:30,0.056
10/9/16 2:36,0.056
10/9/16 2:42,0.059
10/9/16 2:48,0.052
10/9/16 2:54,0.04
10/9/16 3:00,0.046
10/9/16 3:06,0.065
10/9/16 3:12,0.07
10/9/16 3:18,0.066
10/9/16 3:24,0.06
10/9/16 3:30,0.051
10/9/16 3:36,0.057
10/9/16 3:42,0.062
10/9/16 3:48,0.052
10/9/16 3:54,0.053
10/9/16 4:00,0.072
10/9/16 4:06,0.079
10/9/16 4:12,0.072
10/9/16 4:18,0.062
10/9/16 4:24,0.07
10/9/16 4:30,0.094
10/9/16 4:36,0.103
10/9/16 4:42,0.108
10/9/16 4:48,0.1
10/9/16 4:54,0.095
10/9/16 5:00,0.104
10/9/16 5:06,0.118
10/9/16 5:12,0.118
10/9/16 5:18,0.115
10/9/16 5:24,0.12
10/9/16 5:30,0.127
10/9/16 5:36,0.132
10/9/16 5:42,0.139
10/9/16 5:48,0.151
10/9/16 5:54,0.159
10/9/16 6:00,0.169
